fid,fid_raw,tail,dep,arr,deptime,arrtime,prev_fid,next_fid,turn,delay_penalty,cancel_penalty,alternates
848,UA_1476_2025-12-02_DEN_TUS_0_0,502,DEN,TUS,1764708360,1764715860,847.0,849.0,3060,137,2959200,"[823, 613, 734, 496, 687, 599, 535, 521, 507, 79, 15, 427, 345, 317, 57]"
849,UA_1401_2025-12-02_TUS_DEN_0_0,502,TUS,DEN,1764721800,1764728700,848.0,850.0,3060,47,1015200,
850,MX_502_2025-12-02_DEN_DEN_false,502,DEN,DEN,1764728700,1764757500,849.0,851.0,5100,0,7500000,
851,UA_2257_2025-12-03_DEN_PVR_0_0,502,DEN,PVR,1764780000,1764792360,850.0,852.0,3900,149,3218400,"[890, 840, 785, 827, 862, 633, 525, 512, 683, 95, 157, 7, 19, 297, 350, 409, 383, 61]"
852,UA_296_2025-12-03_PVR_DEN_0_0,502,PVR,DEN,1764796080,1764808320,851.0,853.0,3480,159,3434400,
853,UA_756_2025-12-03_DEN_FAT_0_0,502,DEN,FAT,1764813900,1764822840,852.0,854.0,4080,134,2894400,"[787, 829, 864, 692, 635, 527, 514, 73, 766, 817, 398, 159, 9, 21, 299, 352, 411, 275]"
854,UA_1774_2025-12-04_FAT_DEN_0_0,502,FAT,DEN,1764854100,1764862200,853.0,855.0,3060,141,3045600,
855,UA_338_2025-12-04_DEN_BDL_0_0,502,DEN,BDL,1764866400,1764879780,854.0,856.0,3060,140,3024000,"[789, 831, 503, 694, 637, 529, 517, 75, 768, 819, 120, 23, 301, 354, 413, 277, 64]"
856,UA_1846_2025-12-04_BDL_ORD_0_0,502,BDL,ORD,1764884520,1764894420,855.0,857.0,3060,152,3283200,[101]
857,UA_2622_2025-12-04_ORD_MSY_0_0,502,ORD,MSY,1764899100,1764908460,856.0,858.0,3060,139,3002400,"[791, 597, 706, 685, 377, 206, 446, 494, 327, 315]"
858,MX_502_2025-12-04_MSY_MSY_false,502,MSY,MSY,1764908460,1764937260,857.0,,5100,0,7500000,
859,UA_1613_2025-12-02_FLL_DEN_0_0,503,FLL,DEN,1764707400,1764723840,,860.0,3060,135,2916000,
860,UA_756_2025-12-02_DEN_FAT_0_0,503,DEN,FAT,1764727500,1764736440,859.0,861.0,3060,157,3391200,"[888, 783, 825, 736, 498, 630, 523, 509, 680, 71, 93, 155, 81, 4, 17, 295, 407, 381, 59]"
861,UA_1774_2025-12-03_FAT_DEN_0_0,503,FAT,DEN,1764767700,1764775800,860.0,862.0,3060,122,2635200,
862,UA_1451_2025-12-03_DEN_JAX_0_0,503,DEN,JAX,1764781500,1764793440,861.0,863.0,3060,143,3088800,"[890, 840, 785, 827, 851, 633, 525, 512, 683, 95, 157, 7, 19, 297, 350, 409, 383, 61]"
863,UA_1593_2025-12-03_JAX_DEN_0_0,503,JAX,DEN,1764797400,1764811500,862.0,864.0,3060,152,3283200,
864,UA_2187_2025-12-03_DEN_SJC_0_0,503,DEN,SJC,1764816300,1764826020,863.0,865.0,3060,132,2851200,"[787, 829, 853, 692, 635, 527, 73, 766, 817, 398, 159, 9, 21, 299, 352, 411, 275]"
865,UA_726_2025-12-04_SJC_DEN_0_0,503,SJC,DEN,1764880800,1764890100,864.0,866.0,3060,139,3002400,
866,UA_2076_2025-12-04_DEN_MSP_0_0,503,DEN,MSP,1764896280,1764903540,865.0,,3060,88,1900800,"[833, 505, 651, 696, 639, 519, 77, 770, 821, 102, 164, 13, 122, 25, 303, 356, 415, 254]"
867,UA_250_2025-12-02_SYR_DEN_0_0,504,SYR,DEN,1764680400,1764695160,,868.0,3060,144,3110400,
868,MX_504_2025-12-02_DEN_DEN_false,504,DEN,DEN,1764720000,1764741600,867.0,869.0,5100,0,7500000,
869,MX_504_2025-12-03_DEN_DEN_false,504,DEN,DEN,1764806400,1764835200,868.0,870.0,5100,0,7500000,
870,MX_504_2025-12-04_DEN_DEN_false,504,DEN,DEN,1764892800,1764910800,869.0,,5100,0,7500000,
871,UA_329_2025-12-02_BOI_SFO_0_0,505,BOI,SFO,1764682500,1764689460,,872.0,3060,140,3024000,
872,UA_2664_2025-12-02_SFO_BWI_0_0,505,SFO,BWI,1764695100,1764713760,871.0,873.0,3060,127,2743200,"[653, 707, 748, 42, 220, 405, 268]"
873,UA_1035_2025-12-02_BWI_SFO_0_0,505,BWI,SFO,1764718080,1764740280,872.0,874.0,3060,124,2678400,
874,MX_505_2025-12-02_SFO_SFO_false,505,SFO,SFO,1764740280,1764758280,873.0,875.0,5100,0,7500000,
875,UA_2492_2025-12-03_SFO_LAS_0_0,505,SFO,LAS,1764779100,1764785100,874.0,876.0,3060,145,3132000,"[659, 796, 49, 224, 474, 309, 273]"
876,UA_574_2025-12-03_LAS_SFO_0_0,505,LAS,SFO,1764788820,1764795000,875.0,877.0,3060,110,2376000,[617]
877,UA_369_2025-12-03_SFO_PHX_0_0,505,SFO,PHX,1764798780,1764806100,876.0,878.0,3060,123,2656800,"[618, 540, 751, 49, 226, 311]"
878,UA_455_2025-12-03_PHX_SFO_0_0,505,PHX,SFO,1764811080,1764818820,877.0,879.0,3060,151,3261600,"[569, 260]"
879,MX_505_2025-12-03_SFO_SFO_false,505,SFO,SFO,1764818820,1764840420,878.0,880.0,5100,0,7500000,
880,UA_1260_2025-12-04_SFO_LAX_0_0,505,SFO,LAX,1764861900,1764867540,879.0,881.0,3060,141,3045600,"[572, 544, 755, 477]"
881,UA_1791_2025-12-04_LAX_SFO_0_0,505,LAX,SFO,1764872760,1764878460,880.0,882.0,3060,111,2397600,
882,UA_2391_2025-12-04_SFO_SAN_0_0,505,SFO,SAN,1764883440,1764889320,881.0,883.0,3060,108,2332800,"[546, 799, 264, 229, 479, 388]"
883,UA_2117_2025-12-04_SAN_SFO_0_0,505,SAN,SFO,1764893280,1764899400,882.0,884.0,3060,157,3391200,[265]
884,UA_2633_2025-12-04_SFO_SAN_0_0,505,SFO,SAN,1764904200,1764910080,883.0,,3060,113,2440800,"[810, 548, 546, 531, 279]"
885,UA_724_2025-12-02_ELP_DEN_0_0,506,ELP,DEN,1764684000,1764690780,,886.0,3060,144,3110400,
886,UA_1460_2025-12-02_DEN_CMH_0_0,506,DEN,CMH,1764694920,1764705180,885.0,887.0,3060,147,3175200,"[837, 781, 823, 613, 734, 550, 496, 628, 535, 521, 507, 69, 90, 153, 79, 2, 124, 15, 427, 293, 317, 57]"
887,UA_1389_2025-12-02_CMH_DEN_0_0,506,CMH,DEN,1764711600,1764723660,886.0,888.0,3060,133,2872800,
888,UA_2660_2025-12-02_DEN_SBA_0_0,506,DEN,SBA,1764729600,1764739320,887.0,889.0,3060,127,2743200,"[783, 825, 860, 736, 498, 630, 523, 509, 680, 71, 93, 155, 81, 4, 17, 295, 407, 381, 59]"
889,UA_1003_2025-12-03_SBA_DEN_0_0,506,SBA,DEN,1764767100,1764775740,888.0,890.0,3060,88,1900800,
890,UA_1350_2025-12-03_DEN_DFW_0_0,506,DEN,DFW,1764779700,1764787320,889.0,891.0,3060,157,3391200,"[840, 785, 827, 862, 851, 633, 525, 512, 683, 95, 157, 7, 19, 297, 350, 409, 383, 61]"
891,UA_248_2025-12-03_DFW_DEN_0_0,506,DFW,DEN,1764791280,1764798900,890.0,892.0,3060,126,2721600,[372]
892,UA_331_2025-12-03_DEN_MIA_0_0,506,DEN,MIA,1764802860,1764817140,891.0,893.0,3060,136,2937600,"[775, 500, 690, 635, 527, 514, 73, 817, 398, 84, 9, 21, 352, 411, 275]"
893,UA_1913_2025-12-04_MIA_IAH_0_0,506,MIA,IAH,1764856800,1764867540,892.0,894.0,3060,62,1339200,"[583, 119]"
894,UA_1438_2025-12-04_IAH_SJD_0_0,506,IAH,SJD,1764872640,1764883920,893.0,895.0,3900,162,3499200,"[844, 715, 559, 649, 609, 461, 676, 375, 37, 53, 341, 87, 424, 179, 149, 252, 191]"
895,UA_1286_2025-12-04_SJD_LAX_0_0,506,SJD,LAX,1764887700,1764897120,894.0,896.0,3480,50,1080000,[800]
896,UA_2481_2025-12-04_LAX_LAS_0_0,506,LAX,LAS,1764902700,1764907260,895.0,,4080,139,3002400,[348]
